,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,IPK_TERAKHIR
872,P,MTK,G3,LL,PDG,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2306,L,IF,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
388,P,FISIKA,G3,SMP,PNS,BPN,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_SM
894,L,MTK,G2,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
964,P,MTK,G2,SD,PDG,LL,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1101,P,MTK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
537,P,FISIKA,G4,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1306,L,MTK,G4,SRJN,GRD,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1248,P,MTK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1785,P,BIO,G2,SD,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1131,P,MTK,G2,SD,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1003,P,MTK,G3,SMTA,LL,PDG,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1158,P,MTK,G3,SMTA,PNS,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1708,P,BIO,G4,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2347,L,IF,G4,SMTA,PDG,ABRI,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1866,P,BIO,G3,SD,PDG,PDG,IPS1_M,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
859,L,MTK,G1,SD,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_C,IPK_SM
1806,P,BIO,G4,SRJN,LL,GRD,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_B,IPK_SM
878,P,MTK,G2,SMTA,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1701,P,BIO,G4,SMTA,GRD,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1544,L,BIO,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
867,L,MTK,G1,LL,PDG,BPN,IPS1_SM,IPS2_M,SKS1_C,SKS2_C,IPK_SM
940,P,MTK,G3,SD,LL,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1141,P,MTK,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1518,P,BIO,G3,SMP,LL,ABRI,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,IPK_SM
241,P,FISIKA,G3,SRJN,LL,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1209,P,MTK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
457,L,FISIKA,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1048,P,MTK,G5,SMTA,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1598,P,BIO,G2,SD,LL,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1536,L,BIO,G2,SMP,LL,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
1113,P,MTK,G3,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2156,L,IF,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1551,L,BIO,G2,SMTA,GRD,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2085,P,IF,G1,SD,PS,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1187,L,MTK,G3,LL,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1165,P,MTK,G4,SMP,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1010,P,MTK,G2,SD,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
256,P,FISIKA,G3,SMTA,GRD,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
927,P,MTK,G2,SD,LL,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1648,P,BIO,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
517,L,FISIKA,G2,SD,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1624,P,BIO,G4,SD,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
303,L,FISIKA,G4,SRJN,GRD,ABRI,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_B,IPK_SM
1728,L,BIO,G4,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2166,P,IF,G4,SRJN,PNS,GRD,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1513,L,BIO,G2,SD,LL,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1629,L,BIO,G1,LL,BPN,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1692,P,BIO,G1,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1084,P,MTK,G3,SMTA,PNS,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
930,P,MTK,G1,SMP,LL,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2162,L,IF,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
276,P,FISIKA,G2,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
548,P,FISIKA,G4,SRJN,PNS,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1135,P,MTK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2167,L,IF,G2,SD,PDG,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
280,P,FISIKA,G1,SD,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
356,L,FISIKA,G4,SMP,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1204,P,MTK,G2,LL,LL,LL,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1899,P,BIO,G1,SMTA,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
981,P,MTK,G3,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
892,P,MTK,G2,SMTA,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
414,P,FISIKA,G2,SD,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1795,P,BIO,G2,SD,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1305,P,MTK,G4,SMTA,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1628,P,BIO,G3,SMTA,LL,PS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2274,L,IF,G4,SMTA,LL,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1775,L,BIO,G3,SD,PDG,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1599,P,BIO,G3,SD,PDG,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2262,P,IF,G3,SMTA,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
210,L,FISIKA,G1,LL,BPN,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1597,L,BIO,G3,SMTA,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
384,P,FISIKA,G3,LL,LL,PSN,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
502,P,FISIKA,G2,SMTA,PS,PSN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
318,P,FISIKA,G1,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
299,P,FISIKA,G1,SD,BPN,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1864,P,BIO,G3,SRJN,PS,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
882,P,MTK,G2,SD,PS,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2082,P,IF,G2,SD,BPN,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1966,L,BIO,G7,SMTA,GRD,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
1035,P,MTK,G4,SMTA,BPN,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1096,P,MTK,G3,SD,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2339,L,IF,G5,SRJN,GRD,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1623,P,BIO,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
496,P,FISIKA,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1140,L,MTK,G3,SMP,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
922,P,MTK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1257,P,MTK,G5,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1761,P,BIO,G4,SMTA,PDG,ABRI,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2073,P,IF,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
360,P,FISIKA,G2,SD,BPN,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1505,P,BIO,G3,SRJN,GRD,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
951,P,MTK,G3,LL,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2092,L,IF,G4,SRJN,GRD,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1759,P,BIO,G5,SRJN,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1659,L,BIO,G3,SRJN,PDG,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1600,P,BIO,G3,SMTA,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1143,P,MTK,G4,SRJN,GRD,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1640,P,BIO,G2,SMTA,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
344,L,FISIKA,G4,SMTA,PDG,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1255,P,MTK,G2,LL,LL,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
355,L,FISIKA,G2,SD,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1066,P,MTK,G3,SMTA,LL,PSN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1938,P,BIO,G4,SMTA,LL,BPN,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1056,P,MTK,G4,SMP,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
920,P,MTK,G3,LL,PS,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
307,P,FISIKA,G1,SMTA,PDG,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1891,L,BIO,G4,SRJN,PS,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1836,L,BIO,G4,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
446,P,FISIKA,G3,SMTA,LL,LL,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
2058,L,IF,G2,SD,BPN,BPN,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1548,P,BIO,G3,SMTA,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1758,P,BIO,G4,SMTA,PDG,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
399,L,FISIKA,G2,SMP,LL,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
378,L,FISIKA,G4,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1136,P,MTK,G4,SMTA,LL,ABRI,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1660,L,BIO,G2,SD,BPN,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1924,P,BIO,G3,SMTA,PDG,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2183,P,IF,G2,SMTA,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
994,L,MTK,G3,SD,PDG,BPN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1058,P,MTK,G3,SMTA,PNS,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2164,L,IF,G4,SMTA,PDG,PSN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
939,P,MTK,G1,SMTA,PDG,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1100,P,MTK,G4,SRJN,GRD,GRD,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1998,P,BIO,G4,SMTA,PDG,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
1519,L,BIO,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
182,P,FISIKA,G3,SMTA,LL,ABRI,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1605,P,BIO,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
335,L,FISIKA,G4,SRJN,GRD,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
327,P,FISIKA,G3,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
501,P,FISIKA,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1050,P,MTK,G4,SMTA,PNS,PDG,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
2174,P,IF,G1,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1166,P,MTK,G2,SD,PDG,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
415,P,FISIKA,G2,LL,BPN,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1105,P,MTK,G4,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1911,P,BIO,G5,SRJN,GRD,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
272,L,FISIKA,G2,SD,BPN,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
953,P,MTK,G2,LL,BPN,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1950,P,BIO,G2,SMP,BPN,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,IPK_SM
876,P,MTK,G3,SMTA,PDG,PNS,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1574,L,BIO,G1,LL,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
970,P,MTK,G4,SD,LL,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2063,L,IF,G2,SD,LL,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1858,P,BIO,G2,SMTA,BPN,BPN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1646,P,BIO,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1963,L,BIO,G3,SMTA,PS,BPN,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,IPK_SM
1821,P,BIO,G3,SRJN,PDG,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
996,P,MTK,G2,SMP,BPN,BPN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
389,L,FISIKA,G1,LL,BPN,BPN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
424,L,FISIKA,G4,SD,LL,PS,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
2178,L,IF,G4,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1743,P,BIO,G2,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
2154,P,IF,G4,SMTA,GRD,PNS,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
982,P,MTK,G2,SMTA,LL,PSN,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
854,P,MTK,G2,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_K,IPK_SM
2229,L,IF,G4,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1171,P,MTK,G3,SMTA,LL,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1234,P,MTK,G1,LL,PDG,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1504,P,BIO,G3,LL,PDG,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,IPK_SM
2057,L,IF,G4,SD,LL,PS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1190,L,MTK,G4,SRJN,GRD,LL,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,IPK_SM
2205,P,IF,G3,SMTA,PSN,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1721,P,BIO,G2,SMTA,GRD,BPN,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1830,P,BIO,G2,SMTA,GRD,BPN,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2149,L,IF,G4,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
510,P,FISIKA,G3,SRJN,GRD,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1525,P,BIO,G4,SRJN,GRD,GRD,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
2076,L,IF,G3,SRJN,GRD,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
921,P,MTK,G2,SMTA,LL,BPN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1625,L,BIO,G4,SRJN,GRD,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1246,P,MTK,G5,SMTA,PNS,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
2190,L,IF,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
1849,P,BIO,G1,SMTA,LL,PDG,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,IPK_SM
1559,P,BIO,G3,SRJN,LL,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,IPK_SM
1179,L,MTK,G2,LL,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,IPK_SM
1652,P,BIO,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
941,P,MTK,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,IPK_SM
