,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IP_S1,IP_S2,SKS_S1,SKS_S2,STATUS_LULUS
3387,P,KOM,G6,SRJN,PNS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5877,P,HUK,G4,SMTA,PNS,PS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LLW
3274,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3182,P,KOM,G5,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5716,P,HUK,G4,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5514,L,HUK,G2,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
5681,L,HUK,G3,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
658,L,AKU,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
1821,L,EKO,G3,SRJN,GRD,BPN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
1847,P,EKO,G2,SD,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6105,L,HUK,G3,SMP,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5640,P,HUK,G7,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1769,P,EKO,G4,SMTA,PDG,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
669,P,AKU,G4,SRJN,PDG,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
6197,P,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
5685,P,HUK,G3,SMTA,PDG,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2011,P,EKO,G2,SMP,PDG,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5679,L,HUK,G6,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
5831,P,HUK,G5,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5355,L,HUK,G4,SRJN,PNS,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
3336,L,KOM,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2087,P,EKO,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
5122,L,HUK,G3,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_K,SKS2_B,LLW
6206,P,HUK,G3,SRJN,LL,PS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
3300,L,KOM,G3,SMTA,PS,PDG,IPS1_KM,IPS2_M,SKS1_SB,SKS2_SB,LLW
5825,P,HUK,G1,SMTA,LL,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
3136,P,KOM,G3,SMTA,LL,PS,IPS1_CUM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
6053,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
5610,P,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
982,P,AKU,G4,SRJN,GRD,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
3364,L,KOM,G7,SMTA,PDG,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5377,L,HUK,G3,SRJN,GRD,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_B,LLW
5830,L,HUK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
6341,P,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
2014,L,EKO,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5715,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5761,L,HUK,G3,SMTA,LL,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LLW
5993,P,HUK,G4,SRJN,PNS,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
852,P,AKU,G6,SMTA,PNS,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
916,P,AKU,G2,SMP,BPN,BPN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
3265,L,KOM,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
3296,P,KOM,G3,SMTA,PDG,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
3418,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6142,L,HUK,G5,SRJN,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
3166,P,KOM,G3,SRJN,LL,PS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
6170,P,HUK,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
5768,L,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3194,L,KOM,G3,SMTA,PDG,PDG,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,LLW
2175,L,EKO,G4,SRJN,LL,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
6382,P,HUK,G4,SRJN,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2247,P,EKO,G5,SMTA,LL,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
6073,P,HUK,G4,SMTA,LL,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3373,P,KOM,G4,SRJN,GRD,PSN,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6181,P,HUK,G5,SMTA,PNS,LL,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2159,L,EKO,G6,SMTA,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1163,L,AKU,G5,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
3366,L,KOM,G7,SMTA,PDG,PDG,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
991,L,AKU,G5,SRJN,PNS,GRD,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
3234,P,KOM,G4,SRJN,PNS,PS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,LLW
3146,L,KOM,G4,SRJN,GRD,LL,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,LLW
3200,P,KOM,G2,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2301,L,EKO,G4,SRJN,PS,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3429,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
5452,L,HUK,G1,SRJN,LL,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3150,P,KOM,G2,SD,LL,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1833,L,EKO,G2,LL,BPN,BPN,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
3275,P,KOM,G3,SRJN,GRD,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
1011,L,AKU,G7,SMTA,PDG,PNS,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
767,P,AKU,G4,SRJN,PNS,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,LLW
3164,P,KOM,G5,SMTA,PS,PNS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5945,L,HUK,G4,SMTA,ABRI,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2242,P,EKO,G5,LL,PSN,PSN,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
5912,L,HUK,G3,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3273,P,KOM,G3,SMTA,PS,PDG,IPS1_M,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
6123,L,HUK,G1,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
857,P,AKU,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6219,L,HUK,G5,SRJN,GRD,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5554,P,HUK,G3,SMTA,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1779,P,EKO,G3,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5166,P,HUK,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_SM,SKS1_B,SKS2_B,LLW
2013,L,EKO,G4,SMTA,LL,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
2116,L,EKO,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
5520,L,HUK,G4,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3257,P,KOM,G3,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6069,L,HUK,G2,SMTA,PSN,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
2145,L,EKO,G3,SMTA,PDG,PDG,IPS1_M,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
6004,L,HUK,G3,SMTA,PSN,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
1941,L,EKO,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LLW
3438,P,KOM,G3,SD,LL,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LLW
822,P,AKU,G4,SRJN,GRD,LL,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_B,LLW
5978,L,HUK,G5,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LLW
1978,L,EKO,G3,SMTA,LL,PNS,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5776,L,HUK,G3,SMTA,GRD,GRD,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
2099,L,EKO,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,LLW
2256,L,EKO,G4,SRJN,PSN,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3342,P,KOM,G4,SRJN,LL,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
773,L,AKU,G7,SMTA,PDG,PDG,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
1808,L,EKO,G3,SMTA,LL,ABRI,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
5865,P,HUK,G5,SRJN,PNS,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LLW
3411,P,KOM,G4,SMTA,LL,LL,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1942,L,EKO,G2,SMTA,LL,PDG,IPS1_M,IPS2_KM,SKS1_SB,SKS2_B,LLW
3197,P,KOM,G4,SMTA,PNS,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
947,L,AKU,G4,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
3151,P,KOM,G3,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3391,P,KOM,G4,SMP,LL,PNS,IPS1_M,IPS2_SM,SKS1_SB,SKS2_SB,LLW
2021,L,EKO,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_B,LLW
6300,L,HUK,G5,SRJN,GRD,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
2293,P,EKO,G4,SMTA,PDG,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
3456,P,KOM,G4,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1035,L,AKU,G5,SMTA,LL,PNS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
5733,L,HUK,G4,SMTA,LL,PSN,IPS1_CUM,IPS2_M,SKS1_B,SKS2_SB,LLW
6266,P,HUK,G5,SRJN,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
1070,L,AKU,G3,SMTA,LL,PSN,IPS1_CUM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
5675,L,HUK,G4,SMTA,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5361,L,HUK,G3,SRJN,LL,PDG,IPS1_KM,IPS2_SM,SKS1_B,SKS2_K,LLW
699,L,AKU,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_B,LLW
6178,L,HUK,G4,SRJN,GRD,ABRI,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3217,L,KOM,G2,SMTA,LL,PS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LLW
6240,P,HUK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5379,L,HUK,G4,SRJN,GRD,PS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5378,L,HUK,G7,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
772,P,AKU,G4,SMTA,PS,LL,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_B,LLW
1868,L,EKO,G4,SMTA,LL,PNS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
1865,L,EKO,G3,SRJN,GRD,PDG,IPS1_CUM,IPS2_M,SKS1_SB,SKS2_SB,LLW
6359,L,HUK,G6,SRJN,PNS,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
1819,L,EKO,G6,SRJN,PNS,GRD,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LLW
5617,P,HUK,G3,SRJN,GRD,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_C,LLW
5849,P,HUK,G4,SMTA,LL,PSN,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
2187,P,EKO,G7,SRJN,LL,PS,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
984,L,AKU,G3,SD,LL,BPN,IPS1_SM,IPS2_M,SKS1_B,SKS2_SB,LLW
5521,P,HUK,G2,SMTA,GRD,BPN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5762,L,HUK,G4,SRJN,LL,ABRI,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
5840,P,HUK,G2,SMTA,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_SB,LLW
3362,P,KOM,G4,SRJN,LL,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
831,L,AKU,G2,LL,PDG,BPN,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
5711,P,HUK,G7,SRJN,PDG,PDG,IPS1_M,IPS2_KM,SKS1_B,SKS2_B,LLW
5686,P,HUK,G3,SMTA,LL,PSN,IPS1_KM,IPS2_KM,SKS1_B,SKS2_SB,LLW
3196,L,KOM,G4,SMTA,PDG,PNS,IPS1_KM,IPS2_SM,SKS1_SB,SKS2_C,LLW
845,P,AKU,G3,SRJN,LL,PSN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1799,L,EKO,G1,SD,PDG,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
5538,P,HUK,G4,SRJN,PSN,PNS,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1055,P,AKU,G3,SMTA,LL,LL,IPS1_SM,IPS2_CUM,SKS1_B,SKS2_SB,LLW
1057,P,AKU,G4,SRJN,PS,PNS,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_SB,LLW
1787,P,EKO,G3,LL,PDG,LL,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_B,LLW
3287,P,KOM,G2,SMTA,PNS,PDG,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
2031,P,EKO,G2,SD,PDG,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
835,L,AKU,G5,SMTA,LL,PS,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LLW
5641,L,HUK,G4,SMTA,LL,PDG,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5957,L,HUK,G4,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5821,P,HUK,G5,SRJN,PSN,PSN,IPS1_M,IPS2_M,SKS1_B,SKS2_B,LLW
1919,P,EKO,G6,SRJN,LL,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
1931,P,EKO,G3,SMP,PDG,PDG,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LLW
825,L,AKU,G4,SMP,LL,PDG,IPS1_CUM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
5892,L,HUK,G7,SMTA,PDG,LL,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
3176,P,KOM,G4,SRJN,GRD,PNS,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
5574,L,HUK,G3,SMTA,LL,GRD,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
6249,L,HUK,G4,SRJN,PS,PNS,IPS1_KM,IPS2_KM,SKS1_C,SKS2_B,LLW
2008,P,EKO,G3,SRJN,LL,PNS,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
1179,L,AKU,G2,LL,LL,BPN,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
1806,P,EKO,G2,SMTA,LL,PDG,IPS1_SM,IPS2_M,SKS1_SB,SKS2_SB,LLW
1801,L,EKO,G4,SRJN,PNS,PDG,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
5824,P,HUK,G3,SD,LL,PSN,IPS1_CUM,IPS2_M,SKS1_B,SKS2_SB,LLW
3446,P,KOM,G3,SMTA,PDG,LL,IPS1_SM,IPS2_CUM,SKS1_SB,SKS2_SB,LLW
1954,P,EKO,G7,SRJN,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
5426,L,HUK,G3,SRJN,GRD,GRD,IPS1_M,IPS2_M,SKS1_SB,SKS2_SB,LLW
2204,L,EKO,G3,SMP,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
3131,P,KOM,G2,SMTA,PDG,PDG,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
1984,L,EKO,G3,SMTA,LL,PSN,IPS1_SM,IPS2_KM,SKS1_SB,SKS2_SB,LLW
6213,L,HUK,G3,SRJN,PNS,PS,IPS1_M,IPS2_M,SKS1_B,SKS2_SB,LLW
3156,L,KOM,G3,SRJN,GRD,LL,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
5845,L,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_SB,LLW
3155,P,KOM,G3,SMTA,PDG,PDG,IPS1_CUM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
6065,L,HUK,G4,SRJN,LL,ABRI,IPS1_KM,IPS2_M,SKS1_SB,SKS2_B,LLW
6304,P,HUK,G2,SMTA,LL,PS,IPS1_M,IPS2_SM,SKS1_B,SKS2_B,LLW
3463,P,KOM,G3,SMTA,LL,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
5977,L,HUK,G4,SMTA,LL,PNS,IPS1_KM,IPS2_KM,SKS1_B,SKS2_B,LLW
5884,L,HUK,G4,SMTA,LL,PNS,IPS1_SM,IPS2_SM,SKS1_B,SKS2_SB,LLW
830,L,AKU,G3,SMTA,PS,PS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
5814,P,HUK,G3,SRJN,GRD,PNS,IPS1_SM,IPS2_KM,SKS1_B,SKS2_B,LLW
979,L,AKU,G4,SRJN,LL,LL,IPS1_CUM,IPS2_SM,SKS1_B,SKS2_B,LLW
5478,P,HUK,G5,SRJN,GRD,PNS,IPS1_KM,IPS2_KM,SKS1_SB,SKS2_B,LLW
6117,L,HUK,G5,SMTA,PDG,PDG,IPS1_KM,IPS2_M,SKS1_B,SKS2_B,LLW
1030,L,AKU,G5,SRJN,GRD,PSN,IPS1_SM,IPS2_SM,SKS1_B,SKS2_B,LLW
3320,P,KOM,G3,SRJN,LL,PDG,IPS1_M,IPS2_SM,SKS1_SB,SKS2_B,LLW
3400,P,KOM,G1,SMP,LL,BPN,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
4545,L,HUK,G3,SMTA,PSN,GRD,IPS1_KM,IPS2_KM,SKS1_B,SKS2_K,LLW
3471,P,KOM,G4,SRJN,GRD,GRD,IPS1_SM,IPS2_SM,SKS1_SB,SKS2_SB,LLW
739,P,AKU,G3,SMTA,LL,PS,IPS1_M,IPS2_M,SKS1_SB,SKS2_B,LLW
